X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-13194699.5839496,4051187.87087851,60779,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Encino-Tarzana Branch,18231 Ventura Blvd.,,Tarzana,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","Service/Intake (818) 343-1983,  FAX (818) 343-7867",www.lapl.org,,,61424,This is the public library system of the City of Los Angeles.,91356,http://egis3.lacounty.gov/lms/?p=61424,publish,34.166552,-118.530003,,2013/06/01 11:50:56+00,,6401346.06595406,1883414.47983848
-13195146.1976699,4060422.94956448,60781,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Northridge Branch,9051 Darby Ave.,,Northridge,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","Service/Intake (818) 886-3640,  FAX (818) 886-6850",www.lapl.org,,,61425,This is the public library system of the City of Los Angeles.,91325,http://egis3.lacounty.gov/lms/?p=61425,publish,34.235166,-118.534015,,2013/06/01 11:50:56+00,,6400265.11536005,1908390.42627756
-13187496.8788707,4027106.91860744,60783,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Venice - Abbot Kinney Memorial Branch,501 S. Venice Blvd.,,Venice,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (310) 306-9124,  Service/Intake (310) 821-1769",www.lapl.org,,,61426,This is the public library system of the City of Los Angeles.,90291,http://egis3.lacounty.gov/lms/?p=61426,publish,33.987375,-118.4653,,2013/06/01 11:50:56+00,,6420616.5343028,1818112.32796273
-13164966.3705278,4000507.22014924,60785,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Wilmington Branch,1300 N. Avalon Blvd.,,Wilmington,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (310) 548-7418,  Service/Intake (310) 834-1082",www.lapl.org,,,61427,This is the public library system of the City of Los Angeles.,90744,http://egis3.lacounty.gov/lms/?p=61427,publish,33.789017,-118.262905,,2013/06/01 11:50:56+00,,6481782.75481789,1745703.09810956
-13185844.0070727,4034946.24707901,60787,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - West Los Angeles Regional Branch,11360 Santa Monica Blvd.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (310) 575-8475,  Service/Intake (310) 575-8323",www.lapl.org,,,61428,This is the public library system of the City of Los Angeles.,90025,http://egis3.lacounty.gov/lms/?p=61428,publish,34.045746,-118.450452,,2013/06/01 11:50:56+00,,6425212.80759056,1839333.9948369
-13167279.8122321,4037304.70103673,60789,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Felipe De Neve Branch,2820 W. Sixth St.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (213) 368-7667,  Service/Intake (213) 384-7676",www.lapl.org,,,61429,This is the public library system of the City of Los Angeles.,90057,http://egis3.lacounty.gov/lms/?p=61429,publish,34.063299,-118.283687,,2013/06/01 11:50:56+00,,6475749.5598633,1845537.36333564
-13164537.345303,4044925.14901274,60791,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Atwater Village Branch,3379 Glendale Blvd.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (323) 913-4765,  Service/Intake (323) 664-1353",www.lapl.org,,,61430,This is the public library system of the City of Los Angeles.,90039,http://egis3.lacounty.gov/lms/?p=61430,publish,34.11999,-118.259051,,2013/06/01 11:50:56+00,,6483264.25874464,1866148.07473882
-13197959.5751586,4066092.84116018,60793,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Porter Ranch Branch,11371 Tampa Ave.,,Porter Ranch,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (818) 360-3106,  Service/Intake (818) 360-5706",www.lapl.org,,,61431,This is the public library system of the City of Los Angeles.,91326,http://egis3.lacounty.gov/lms/?p=61431,publish,34.277264,-118.559288,,2013/06/01 11:50:56+00,,6392711.70953514,1923751.95887464
-13161007.2929517,4041509.69262155,60795,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Cypress Park Branch,1150 Cypress Ave.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","Service/Intake (323) 224-0039,  FAX (323) 224-0454",www.lapl.org,,,61432,This is the public library system of the City of Los Angeles.,90065,http://egis3.lacounty.gov/lms/?p=61432,publish,34.094586,-118.22734,,2013/06/01 11:50:56+00,,6492841.19070622,1856879.88789465
-13176952.4741233,4057682.3561332,60797,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Sun Valley Branch,7935 Vineland Ave.,,Sun Valley,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (818) 764-2245,  Service/Intake (818) 764-1338",www.lapl.org,,,61433,This is the public library system of the City of Los Angeles.,91352,http://egis3.lacounty.gov/lms/?p=61433,publish,34.21481,-118.370578,,2013/06/01 11:50:56+00,,6449636.11274648,1900760.2834014
-13185384.25768,4058616.50152153,60799,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Panorama City Branch,14345 Roscoe Blvd.,,Panorama City,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (818) 895-6482,  Service/Intake (818) 894-4071",www.lapl.org,,,61434,This is the public library system of the City of Los Angeles.,91402,http://egis3.lacounty.gov/lms/?p=61434,publish,34.221749,-118.446322,,2013/06/01 11:50:56+00,,6426748.31764288,1903378.53538273
-13203673.7160088,4051438.38701062,60801,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Woodland Hills Branch,22200 Ventura Blvd.,,Woodland Hills,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (818) 226-9056,  Service/Intake (818) 226-0017",www.lapl.org,,,61435,This is the public library system of the City of Los Angeles.,91364,http://egis3.lacounty.gov/lms/?p=61435,publish,34.168414,-118.610619,,2013/06/01 11:50:56+00,,6376964.37291963,1884230.44310156
-13171077.5879909,4025408.84568613,60803,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Hyde Park - Miriam Matthews Branch,2205 Florence Ave.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (323) 752-7861,  Service/Intake (323) 750-7241",www.lapl.org,,,61436,This is the public library system of the City of Los Angeles.,90043,http://egis3.lacounty.gov/lms/?p=61436,publish,33.974726,-118.317803,,2013/06/01 11:50:56+00,,6465314.91045706,1813334.94217631
-13185091.1534331,4049114.12719583,60805,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Sherman Oaks Martin Pollard Branch,14245 Moorpark St.,,Sherman Oaks,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","Service/Intake (818) 205-9716,  FAX (818) 205-9866",www.lapl.org,,,61437,This is the public library system of the City of Los Angeles.,91423,http://egis3.lacounty.gov/lms/?p=61437,publish,34.151137,-118.443689,,2013/06/01 11:50:56+00,,6427430.83497864,1877678.27608781
-13168224.6920741,4026321.95304967,60807,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - John Muir Branch,1005 W. 64th St.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (323) 789-5758,  Service/Intake (323) 789-4800",www.lapl.org,,,61438,This is the public library system of the City of Los Angeles.,90044,http://egis3.lacounty.gov/lms/?p=61438,publish,33.981528,-118.292175,,2013/06/01 11:50:56+00,,6473092.29483664,1815786.7466559
-13164231.9958985,4029151.68064071,60809,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Vernon Branch,4504 S. Central Ave.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (323) 231-4291,  Service/Intake (323) 234-9106",www.lapl.org,,,61439,This is the public library system of the City of Los Angeles.,90011,http://egis3.lacounty.gov/lms/?p=61439,publish,34.002604,-118.256308,,2013/06/01 11:50:56+00,,6483985.54437555,1823427.04797632
-13166222.8336828,4029026.801237,60811,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Junipero Serra Branch,4607 S. Main St.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (323) 846-5389,  Service/Intake (323) 234-1685",www.lapl.org,,,61440,This is the public library system of the City of Los Angeles.,90037,http://egis3.lacounty.gov/lms/?p=61440,publish,34.001674,-118.274192,,2013/06/01 11:50:56+00,,6478564.14511339,1823102.90689231
-13172849.3489759,4040035.41001083,60813,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - John C. Fremont Branch,6121 Melrose Ave.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (323) 962-4553,  Service/Intake (323) 962-3521",www.lapl.org,,,61441,This is the public library system of the City of Los Angeles.,90038,http://egis3.lacounty.gov/lms/?p=61441,publish,34.083618,-118.333719,,2013/06/01 11:50:56+00,,6460620.88309972,1852978.33204947
-13167874.0357138,4041028.99738959,60815,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Cahuenga Branch,4591 Santa Monica Blvd.,,Los Angeles,CA,"Monday, 10:00am to 5:30pm; Tuesday and Thursday, 12:30pm to 8:00pm; Wednesday, Friday, and Saturday, 10:00am to 5:30pm. ","FAX (323) 644-6200,  Service/Intake (323) 664-6418",www.lapl.org,,,61442,This is the public library system of the City of Los Angeles.,90029,http://egis3.lacounty.gov/lms/?p=61442,publish,34.09101,-118.289025,,2013/06/01 11:50:56+00,,6474161.83141147,1855626.4878424
-13194141.205358,4034761.25139893,60817,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Palisades Branch,861 Alma Real Dr.,,Pacific Palisades,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","Service/Intake (310) 459-2754,  FAX (310) 454-3198",www.lapl.org,,,61443,This is the public library system of the City of Los Angeles.,90272,http://egis3.lacounty.gov/lms/?p=61443,publish,34.044369,-118.524987,,2013/06/01 11:50:56+00,,6402631.14638914,1838942.4401738
-13180874.0371731,4049028.97927636,60819,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Studio City Branch,12511 Moorpark St.,,Studio City,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","Service/Intake (818) 755-7873,  FAX (818) 755-7878",www.lapl.org,,,61444,This is the public library system of the City of Los Angeles.,91604,http://egis3.lacounty.gov/lms/?p=61444,publish,34.150504,-118.405806,,2013/06/01 11:50:56+00,,6438891.45969513,1877399.48563489
-13157753.090202,4032499.76464932,60821,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Robert Louis Stevenson Branch,803 Spence St.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (213) 612-0425,  Service/Intake (323) 268-4710",www.lapl.org,,,61445,This is the public library system of the City of Los Angeles.,90023,http://egis3.lacounty.gov/lms/?p=61445,publish,34.027534,-118.198107,,2013/06/01 11:50:56+00,,6501643.62913805,1832459.68739131
-13196686.6368035,4054839.46804758,60823,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - West Valley Regional Branch,19036 Vanowen St.,,Reseda,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (818) 345-4288,  Service/Intake (818) 345-9806",www.lapl.org,,,61446,This is the public library system of the City of Los Angeles.,91335,http://egis3.lacounty.gov/lms/?p=61446,publish,34.193689,-118.547853,,2013/06/01 11:50:56+00,,6396000.37421763,1893318.92886156
-13169945.2461922,4036862.07571693,60825,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Pio Pico Koreatown Branch,694 S. Oxford Ave.,,Los Angeles,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (213) 639-1653,  Service/Intake (213) 368-7647",www.lapl.org,,,61447,This is the public library system of the City of Los Angeles.,90005,http://egis3.lacounty.gov/lms/?p=61447,publish,34.060005,-118.307631,,2013/06/01 11:50:56+00,,6468493.9523273,1844359.94902381
-13184889.108491,4036574.39195719,60827,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Westwood Branch,1246 Glendon Ave.,,Westwood,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","Service/Intake (310) 474-1739,  FAX (310) 470-3892",www.lapl.org,,,61448,This is the public library system of the City of Los Angeles.,90024,http://egis3.lacounty.gov/lms/?p=61448,publish,34.057864,-118.441874,,2013/06/01 11:50:56+00,,6427830.7501893,1843732.39384848
-13189826.5732678,4060464.42167024,60829,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Mid-Valley Regional Branch,16244 Nordhoff St.,,Sepulveda,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (818) 895-3657, Bookmobile - SFV Service/Intake (818) 895-3660,  Service/Intake (818) 895-3650",www.lapl.org,,,61449,This is the public library system of the City of Los Angeles.,91343,http://egis3.lacounty.gov/lms/?p=61449,publish,34.235474,-118.486228,,2013/06/01 11:50:56+00,,6414709.08614397,1908429.21163306
-13156440.8561044,4044102.24810032,60831,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Arroyo Seco Regional Branch,6145 N. Figueroa St.,,Los Angeles,CA,"Monday, 10:00am to 5:30pm; Tuesday and Thursday, 12:30pm to 8:00pm; Wednesday, Friday, and Saturday, 10:00am to 5:30pm. ","Service/Intake (323) 255-0537,  FAX (323) 255-1710",www.lapl.org,,,61450,This is the public library system of the City of Los Angeles.,90042,http://egis3.lacounty.gov/lms/?p=61450,publish,34.11387,-118.186319,,2013/06/01 11:50:56+00,,6505273.64287539,1863872.12948756
-13207078.9791883,4053845.345384,60833,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Platt Branch,23600 Victory Blvd.,,Woodland Hills,CA,"SITE HOURS: Monday and Wednesday, 10:00am to 8:00pm; Tuesday and Thursday, 12:00 noon to 8:00pm; and Friday and Saturday, 10:00am to 6:00pm. ","FAX (818) 340-9645,  Service/Intake (818) 340-9386",www.lapl.org,,,61451,This is the public library system of the City of Los Angeles.,91367,http://egis3.lacounty.gov/lms/?p=61451,publish,34.186302,-118.641209,,2013/06/01 11:50:56+00,,6367752.86181514,1890797.69637123
-13169914.7446247,4002871.83972678,60835,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Harbor City - Harbor Gateway Branch,24000 S. Western Ave.,,Harbor City,CA,"SITE HOURS: Monday and Wednesday, 10:00pm to 8:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday and Saturday, 10:00am to 6:00pm. ","Service/Intake (310) 534-9520,  FAX (310) 534-9532",www.lapl.org,,,61452,This is the public library system of the City of Los Angeles.,90710,http://egis3.lacounty.gov/lms/?p=61452,publish,33.806669,-118.307357,,2013/06/01 11:50:56+00,,6468295.03769888,1752165.43065731
-13164895.1261006,4039278.31484916,60837,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Edendale Branch,2011 W. Sunset Blvd.,,Los Angeles,CA,"SITE HOURS: Monday and Wednesday, 10:00pm to 8:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday and Saturday, 10:00am to 6:00pm. ","Service/Intake (213) 207-3000,  FAX (213) 207-3097",www.lapl.org,,,61453,This is the public library system of the City of Los Angeles.,90026,http://egis3.lacounty.gov/lms/?p=61453,publish,34.077985,-118.262265,,2013/06/01 11:50:56+00,,6482251.60689855,1850864.24211755
-13171607.0235267,4028115.35711714,60839,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Angeles Mesa Branch,2700 W. 52nd St.,,Los Angeles,CA,"SITE HOURS: Monday and Wednesday, 10:00pm to 8:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday and Saturday, 10:00am to 6:00pm. ","FAX (323) 296-3508,  Service/Intake (323) 292-4328",www.lapl.org,,,61454,This is the public library system of the City of Los Angeles.,90043,http://egis3.lacounty.gov/lms/?p=61454,publish,33.994886,-118.322559,,2013/06/01 11:50:56+00,,6463896.47562988,1820676.1423889
-13166891.4185105,4035626.47110519,60841,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Pico Union Branch,1030 S. Alvarado St.,,Los Angeles,CA,"SITE HOURS: Monday and Wednesday, 10:00pm to 8:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday and Saturday, 10:00am to 6:00pm. ","Service/Intake (213) 368-7545,  FAX (213) 368-7543",www.lapl.org,,,61455,This is the public library system of the City of Los Angeles.,90006,http://egis3.lacounty.gov/lms/?p=61455,publish,34.050809,-118.280198,,2013/06/01 11:50:56+00,,6476793.60633163,1840989.06403331
-13180351.6147174,4054893.83981899,60843,211,,Municipal Services,Public Internet Access,,www.lapl.org,Los Angeles Public Library - Valley Plaza Branch,12311 Vanowen St.,,North Hollywood,CA,,"Service/Intake (818) 765-9251,  FAX (818) 765-9260",www.lapl.org,,,61456,This is the public library system of the City of Los Angeles.,91605,http://egis3.lacounty.gov/lms/?p=61456,publish,34.194093,-118.401113,,2013/06/01 11:50:56+00,,6440374.64537705,1893256.48836964
-13164076.4826267,4035602.2870406,60846,211,,Municipal Services,Public Internet Access,,www.lapl.org,City Of Los Angeles Public Library,630 W. 5th St.,,Los Angeles,CA,,"After School Programs/Children's Services Service/Intake (213) 228-7250, Borrower Services Service/Intake (213) 228-7272, Teen Services Service/Intake (213) 228-7290, Historic Photo Collection/Online Catalog Service/Intake (213) 228-7403, Central Library ",www.lapl.org,,,61457,This is the public library system of the City of Los Angeles.,90071,http://egis3.lacounty.gov/lms/?p=61457,publish,34.050629,-118.254911,,2013/06/01 11:50:56+00,,6484453.28359756,1840903.17017622
-13159139.4798619,4031605.6198794,62213,LA City Recreation and Parks,,Municipal Services,Public Internet Access,,LA City Department Recreation and Parks,Lou Costello Recreation Center,3141 E Olympic Blvd,,Los Angeles,CA,"Monday through Friday, 9:00am to 9:00pm; Saturday and Sunday, 9:00am to 6:00pm.  Closed holidays. ",Service/Intake (213) 485-9111,www.laparks.org/dos.htm,,,70011,"The department provides recreational programs through operation and maintenance of Los Angeles City parks, playgrounds, swimming pools, golf courses and recreation centers.",90023,http://egis3.lacounty.gov/lms/?p=70011,publish,34.02087687,-118.21056115,,2014/07/02 13:57:38+00,,6497864.93459572,1830044.70107956
-13154632.5377373,4001586.50829911,62486,211,,Municipal Services,Public Internet Access,,,City Of Signal Hill Community Services And Parks And Recreation Department - Signal Hill Library,1770 E Hill St,,Signal Hill,CA,"Monday, Tuesday, Thursday, 12:00 noon to 8:00pm; Wednesday, Friday, Saturday, 10:00am to 5:00pm. ",Information Only (562) 989-7323,www.cityofsignalhill.org,,,70249,"The agency provides animal services, emergency food, library services, recreational programs and transportation for people who live in Signal Hill.",90755,http://egis3.lacounty.gov/lms/?p=70249,publish,33.79707439,-118.1700746,,2010/11/01 11:50:56+00,,6509995.57404831,1748574.64945306
-13185390.4469567,4053505.13242124,62657,211,,Municipal Services,Public Internet Access,,,Los Angeles Public Library - Van Nuys Branch,6250 Sylmar Ave,,Van Nuys,CA,"Monday and Wednesday and Saturday, 10:00am to 6:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday, 1:30pm to 5:30pm. ","FAX (818) 756-9291,  Service/Intake (818) 756-8453",www.lapl.org,,,70330,This is the public library system of the City of Los Angeles.,91401,http://egis3.lacounty.gov/lms/?p=70330,publish,34.18377384,-118.4463776,,2010/11/01 11:50:56+00,,6426670.13964963,1889558.89930815
-13179546.7637475,4065569.19676996,62662,211,,Municipal Services,Public Internet Access,,,Los Angeles Public Library - Lake View Terrace Branch,12002 Osborne St,,Lake View Terrace,CA,"Monday and Wednesday, 10:00pm to 8:00pm; Tuesday and Thursday, 12:00noon to 8:00pm; Friday and Saturday, 10:00am to 6:00pm. ","Service/Intake (818) 890-7404,  FAX (818) 897-2738",www.lapl.org,,,70331,This is the public library system of the City of Los Angeles.,91342,http://egis3.lacounty.gov/lms/?p=70331,publish,34.27337691,-118.3938829,,2010/11/01 11:50:56+00,,6442674.06039764,1922100.47234823
-13177614.1015156,4034912.3121676,62803,211,,Municipal Services,Public Internet Access,,,Claude Pepper Senior Center,1762 S La Cienega Blvd,,Los Angeles,CA,"Monday through Friday, 9:00am to 6:00pm; Saturday, 10:00am to 3:00pm; Sunday, 1:00pm to 9:00pm. ",Service/Intake (310) 559-9677,www.laparks.org/dos/senior/senior.htm,,,70414,The department provides recreational programs and services for older adults for seniors throughout Los Angeles County.,90035,http://egis3.lacounty.gov/lms/?p=70414,publish,34.04549341,-118.3765215,,2014/06/09 16:51:12+00,,6447608.4586653,1839149.94533622
-13161594.6813937,4044600.47256929,62806,211,,Municipal Services,Public Internet Access,,,Glassell Park Senior Citizen Center,3750 Verdugo Rd,,Los Angeles,CA,"Monday, 8:30am to 9:30pm; Tuesday, Wednesday, Thursday, 9:00am to 10:00pm; Saturday, 9:00am to 5:00pm; Sunday, 9:30am to 4:00pm. ",Service/Intake (323) 550-8809,www.laparks.org/dos/senior/senior.htm,,,70416,The department provides recreational programs and services for older adults for seniors throughout Los Angeles County.,90065,http://egis3.lacounty.gov/lms/?p=70416,publish,34.1175754,-118.2326166,,2014/06/11 09:37:45+00,,6491263.01833764,1865249.79241465
-13157763.5208962,4095482.80148649,62971,211,,Municipal Services,Public Internet Access,,,LA County Library - Acton Agua Dulce Library,33792 Crown Valley Rd,,Acton,CA,"<br />
Monday: 10 am - 8 pm <br />
Tuesday: 10 am - 8 pm <br />
Wednesday: 10 am - 6 pm <br />
Thursday: 10 am - 6 pm <br />
Friday: 9 am - 5 pm <br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",661.269.7101,http://www.colapublib.org/libs/acton/index.php,,,70483,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",93510,http://egis3.lacounty.gov/lms/?p=70483,publish,34.49514159,-118.1982007,,2019/01/10 11:20:12+00,,6501950.77550539,2002630.79685156
-13144433.5417552,4013767.13380768,62973,211,,Municipal Services,Public Internet Access,,,LA County Library - Alondra Library,11949 Alondra Blvd,,Norwalk,CA,"<br />
Monday: Closed<br />
Tuesday: 12 - 8 pm <br />
Wednesday: 12 - 8 pm <br />
Thursday: 10 am - 6 pm <br />
Friday: 10 am - 6 pm<br />
Saturday: 9 am - 5 pm<br />
Sunday: Closed <br />",562.868.7771,https://lacountylibrary.org/alondra-library/,,,70485,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",90650,http://egis3.lacounty.gov/lms/?p=70485,publish,33.88795585,-118.07845546,,2019/01/10 11:17:41+00,,6537858.55703613,1781614.31434473
-13150542.7821078,4008506.37453525,62976,211,,Municipal Services,Public Internet Access,,,LA County Library - Angelo M. Iacoboni Library,4990 Clark Ave,,Lakewood,CA,"<br />
Monday: 10 am - 8 pm <br />
Tuesday: 10 am - 8 pm <br />
Wednesday: 10 am - 8 pm <br />
Thursday: 10 am - 8 pm <br />
Friday: 10 am - 6 pm <br />
Saturday: 9 am - 5 pm<br />
Sunday: 1 pm - 5 pm <br />",562.866.1777,https://lacountylibrary.org/angelo-m-iacoboni-library/,,,70486,"Founded in 1912, LA County Library is one of the largest and most innovative library systems in the US. It offers free public resources including books, music, multimedia materials, computer and internet access, and educational and recreational services to 3.4 million residents across 3,000 square miles through its 87 libraries and mobile fleet of 18 vehicles, including 3 bookmobiles, 10 MākMō maker mobiles, and 5 Reading Machines. LA County Library is dedicated to reducing barriers and increasing access to and equity of public services for all. To learn more, visit <a href=""http://lacountylibrary.org/"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"">LACountyLibrary.org</a>.",90712,http://egis3.lacounty.gov/lms/?p=70486,publish,33.8487164,-118.1333357,,2019/01/10 11:15:10+00,,6521183.09038714,1767351.67554723
